text,sentiment,sentiment_num,Date,Price,Price_MA,Sentiment_MA,price_smooth,sentiment_smooth
Investors are optimistic about gold because of global tensions,positive,1,2022-05-03,1676.0456421351769,1682.4562944204056,0.1,1682.4562944204056,0.1
Gold demand is decreasing amid strong dollar,negative,-1,2022-05-04,1684.362107220246,1683.591496257449,-0.1,1683.591496257449,-0.1
Gold market shows little change amid central bank policies,neutral,0,2022-05-05,1682.9920110425785,1684.0270052958356,-0.1,1684.0270052958356,-0.1
Gold prices are rising due to economic uncertainty,positive,1,2022-05-06,1682.683805852019,1683.8533797760042,-0.1,1683.8533797760042,-0.1
Gold prices are falling because of stock market fluctuations,negative,-1,2022-05-07,1684.977462668396,1683.533847995694,-0.1,1683.533847995694,-0.1
Gold remains unchanged in light of central bank policies,neutral,0,2022-05-08,1686.1279623197,1683.0710231115638,-0.1,1683.0710231115638,-0.1
No major movement in gold prices because of investor sentiment,neutral,0,2022-05-09,1694.3619198916767,1683.0498865470574,0.0,1683.0498865470574,0.0
Gold market weakens as central bank policies declines,negative,-1,2022-05-10,1695.4042574829575,1683.9228150459246,-0.1,1683.9228150459246,-0.1
Gold market shows little change amid market volatility,neutral,0,2022-05-11,1690.649177240973,1685.1824991915084,-0.2,1685.1824991915084,-0.2
Gold market weakens as geopolitical risks declines,negative,-1,2022-05-12,1688.9203517345115,1686.6524697588234,-0.2,1686.6524697588234,-0.2
Gold is trading sideways due to global tensions,neutral,0,2022-05-13,1686.2457351252117,1687.672479057827,-0.3,1687.672479057827,-0.3
Gold prices are falling because of weak currency,negative,-1,2022-05-14,1688.0924541238196,1688.0455137481845,-0.3,1688.0455137481845,-0.3
Gold is trading sideways due to stock market fluctuations,neutral,0,2022-05-15,1693.3801173109969,1689.0843243750264,-0.3,1689.0843243750264,-0.3
Gold remains unchanged in light of weak currency,neutral,0,2022-05-16,1684.4504383677372,1689.260987626598,-0.4,1689.260987626598,-0.4
Gold demand is increasing amid strong dollar,positive,1,2022-05-17,1692.0334045883833,1689.9665818185968,-0.2,1689.9665818185968,-0.2
Gold is trading sideways due to interest rate changes,neutral,0,2022-05-18,1691.1083238040796,1690.4646179670349,-0.2,1690.4646179670349,-0.2
Investors are optimistic about gold because of weak currency,positive,1,2022-05-19,1692.3427670567232,1690.2627026835394,-0.1,1690.2627026835394,-0.1
Gold remains unchanged in light of central bank policies,neutral,0,2022-05-20,1695.673618715436,1690.289638806787,0.0,1690.289638806787,0.0
Selling pressure reduces gold value because of inflation,negative,-1,2022-05-21,1697.2657466731462,1690.9512957500046,-0.1,1690.9512957500046,-0.1
Investors are worried about gold due to interest rate changes,negative,-1,2022-05-22,1690.096096485987,1691.0688702251518,-0.1,1691.0688702251518,-0.1
Gold is gaining value as central bank policies improves,positive,1,2022-05-23,1692.614333296084,1691.705730042239,0.0,1691.705730042239,0.0
Selling pressure reduces gold value because of market volatility,negative,-1,2022-05-24,1699.3161173395335,1692.8280963638106,0.0,1692.8280963638106,0.0
Gold prices are rising due to inflation,positive,1,2022-05-25,1702.0892400429368,1693.699008637005,0.1,1693.699008637005,0.1
Gold prices are falling because of investor sentiment,negative,-1,2022-05-26,1707.0209286623517,1695.9560576664662,0.0,1695.9560576664662,0.0
Gold market weakens as economic uncertainty declines,negative,-1,2022-05-27,1716.6353229335805,1698.416249500986,-0.2,1698.416249500986,-0.2
Investors are optimistic about gold because of market volatility,positive,1,2022-05-28,1718.5478565794565,1701.1602027785236,-0.1,1701.1602027785236,-0.1
Gold prices are rising due to economic uncertainty,positive,1,2022-05-29,1720.6699831785345,1703.9929243907045,-0.1,1703.9929243907045,-0.1
Gold demand is increasing amid global tensions,positive,1,2022-05-30,1730.3383618359424,1707.4593987027552,0.0,1707.4593987027552,0.0
Gold demand is increasing amid global tensions,positive,1,2022-05-31,1733.9976247948318,1711.132586514924,0.2,1711.132586514924,0.2
Selling pressure reduces gold value because of interest rate changes,negative,-1,2022-06-01,1734.6949826297327,1715.5924751292982,0.2,1715.5924751292982,0.2
Investors are worried about gold due to interest rate changes,negative,-1,2022-06-02,1735.919399301666,1719.9229817298565,0.0,1719.9229817298565,0.0
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2022-06-03,1741.696581336524,1724.1610281295557,0.2,1724.1610281295557,0.2
Gold is gaining value as interest rate changes improves,positive,1,2022-06-04,1745.394934007978,1728.49159752606,0.2,1728.49159752606,0.2
Gold market weakens as strong dollar declines,negative,-1,2022-06-05,1746.4166000638072,1732.4311646662052,0.2,1732.4311646662052,0.2
Gold prices are rising due to geopolitical risks,positive,1,2022-06-06,1743.11335581877,1735.0789679547245,0.4,1735.0789679547245,0.4
Gold remains unchanged in light of weak currency,neutral,0,2022-06-07,1742.3212394090026,1737.456306237679,0.3,1737.456306237679,0.3
Selling pressure reduces gold value because of central bank policies,negative,-1,2022-06-08,1738.4805246699011,1739.2373603868157,0.1,1739.2373603868157,0.1
Gold demand is increasing amid geopolitical risks,positive,1,2022-06-09,1738.2129853828685,1740.0248227415082,0.1,1740.0248227415082,0.1
Gold demand is increasing amid investor sentiment,positive,1,2022-06-10,1728.922700128432,1739.517330274868,0.1,1739.517330274868,0.1
Gold is trading sideways due to geopolitical risks,neutral,0,2022-06-11,1728.91661555832,1738.9394935677271,0.2,1738.9394935677271,0.2
Investors are worried about gold due to geopolitical risks,negative,-1,2022-06-12,1742.2401573453924,1739.5715693720997,0.2,1739.5715693720997,0.2
Gold is trading sideways due to central bank policies,neutral,0,2022-06-13,1736.7960667926548,1739.0815179177127,0.1,1739.0815179177127,0.1
Gold demand is increasing amid weak currency,positive,1,2022-06-14,1737.6265947165814,1738.304683988573,0.1,1738.304683988573,0.1
Investors are worried about gold due to interest rate changes,negative,-1,2022-06-15,1737.2566652055918,1737.3886905027514,0.1,1737.3886905027514,0.1
Investors are worried about gold due to inflation,negative,-1,2022-06-16,1729.901405061493,1736.067495427024,-0.1,1736.067495427024,-0.1
Gold demand is increasing amid strong dollar,positive,1,2022-06-17,1738.7566134544263,1735.7110328315662,0.0,1735.7110328315662,0.0
Gold prices remain stable despite central bank policies,neutral,0,2022-06-18,1738.0529835483271,1735.6682787194088,0.1,1735.6682787194088,0.1
Gold is gaining value as investor sentiment improves,positive,1,2022-06-19,1738.1302592346303,1735.6600061045851,0.1,1735.6600061045851,0.1
Gold remains unchanged in light of weak currency,neutral,0,2022-06-20,1737.0274190957127,1736.4704780013133,0.0,1736.4704780013133,0.0
Gold remains unchanged in light of geopolitical risks,neutral,0,2022-06-21,1743.1078241325326,1737.8895988587344,0.0,1737.8895988587344,0.0
Gold market shows little change amid weak currency,neutral,0,2022-06-22,1746.2148311425092,1738.287066238446,0.1,1738.287066238446,0.1
Gold prices are rising due to interest rate changes,positive,1,2022-06-23,1737.9110948115738,1738.3985690403376,0.2,1738.3985690403376,0.2
Gold market shows little change amid geopolitical risks,neutral,0,2022-06-24,1733.5531319045497,1737.9912227591346,0.1,1737.9912227591346,0.1
Gold prices are rising due to geopolitical risks,positive,1,2022-06-25,1741.1068843032492,1738.3762446689004,0.3,1738.3762446689004,0.3
Gold prices are rising due to investor sentiment,positive,1,2022-06-26,1739.94901339619,1739.38100550237,0.5,1739.38100550237,0.5
Selling pressure reduces gold value because of investor sentiment,negative,-1,2022-06-27,1739.0589035882906,1739.4112345157566,0.3,1739.4112345157566,0.3
Strong buying interest pushes gold higher due to strong dollar,positive,1,2022-06-28,1735.6807617343425,1739.1740123343582,0.4,1739.1740123343582,0.4
Gold market shows little change amid stock market fluctuations,neutral,0,2022-06-29,1730.949147394182,1738.4559011503134,0.3,1738.4559011503134,0.3
Gold is gaining value as economic uncertainty improves,positive,1,2022-06-30,1732.331471802861,1737.986306421028,0.4,1737.986306421028,0.4
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-07-01,1734.1668080930433,1737.0922048170792,0.5,1737.0922048170792,0.5
Gold prices remain stable despite market volatility,neutral,0,2022-07-02,1727.7480993101976,1735.245531633848,0.5,1735.245531633848,0.5
Gold is gaining value as investor sentiment improves,positive,1,2022-07-03,1726.3110787093078,1734.0855300236212,0.5,1734.0855300236212,0.5
Investors are optimistic about gold because of inflation,positive,1,2022-07-04,1728.9414524647314,1733.6243620796397,0.6,1733.6243620796397,0.6
Gold remains unchanged in light of strong dollar,neutral,0,2022-07-05,1733.4201280197324,1732.855686451288,0.5,1732.855686451288,0.5
Gold prices are rising due to inflation,positive,1,2022-07-06,1732.6572851523642,1732.1265136269053,0.5,1732.1265136269053,0.5
Selling pressure reduces gold value because of interest rate changes,negative,-1,2022-07-07,1731.1757868064224,1731.3382019487185,0.5,1731.3382019487185,0.5
Gold prices are falling because of weak currency,negative,-1,2022-07-08,1733.744740289026,1731.1445998041868,0.3,1731.1445998041868,0.3
Investors are worried about gold due to weak currency,negative,-1,2022-07-09,1740.1016352807906,1732.0598485928476,0.2,1732.0598485928476,0.2
Strong buying interest pushes gold higher due to inflation,positive,1,2022-07-10,1745.0337574758933,1733.330077160151,0.2,1733.330077160151,0.2
Gold remains unchanged in light of stock market fluctuations,neutral,0,2022-07-11,1739.8370428007704,1733.8971006309234,0.1,1733.8971006309234,0.1
Gold demand is decreasing amid inflation,negative,-1,2022-07-12,1738.4211504069383,1734.9644057405978,0.0,1734.9644057405978,0.0
Gold remains unchanged in light of geopolitical risks,neutral,0,2022-07-13,1745.236430208346,1736.8569408905016,-0.1,1736.8569408905016,-0.1
Gold demand is decreasing amid market volatility,negative,-1,2022-07-14,1743.0059087066363,1738.263386514692,-0.3,1738.263386514692,-0.3
Gold prices are rising due to strong dollar,positive,1,2022-07-15,1740.2809070128662,1738.9494644140054,-0.2,1738.9494644140054,-0.2
Gold is trading sideways due to market volatility,neutral,0,2022-07-16,1742.4390940267529,1739.927645301444,-0.3,1739.927645301444,-0.3
Gold prices are rising due to central bank policies,positive,1,2022-07-17,1739.5597132602338,1740.7660379468257,-0.1,1740.7660379468257,-0.1
No major movement in gold prices because of inflation,neutral,0,2022-07-18,1721.951603973121,1739.5867243152347,0.0,1739.5867243152347,0.0
Gold remains unchanged in light of inflation,neutral,0,2022-07-19,1729.322975962942,1738.50885838345,0.1,1738.50885838345,0.1
No major movement in gold prices because of stock market fluctuations,neutral,0,2022-07-20,1729.436848022103,1736.949167438071,0.0,1736.949167438071,0.0
Gold prices remain stable despite strong dollar,neutral,0,2022-07-21,1727.645693396045,1735.7300324975986,0.0,1735.7300324975986,0.0
Investors are worried about gold due to market volatility,negative,-1,2022-07-22,1730.8722748388193,1734.9751449407863,0.0,1734.9751449407863,0.0
Gold prices are rising due to geopolitical risks,positive,1,2022-07-23,1723.8875220139153,1732.8402541213436,0.1,1732.8402541213436,0.1
Gold prices are falling because of geopolitical risks,negative,-1,2022-07-24,1724.2097902415169,1730.9606422748318,0.1,1730.9606422748318,0.1
Gold remains unchanged in light of weak currency,neutral,0,2022-07-25,1726.403978610079,1729.5729494345528,0.0,1729.5729494345528,0.0
Strong buying interest pushes gold higher due to strong dollar,positive,1,2022-07-26,1728.8570653922386,1728.2147465711016,0.1,1728.2147465711016,0.1
Gold prices are falling because of interest rate changes,negative,-1,2022-07-27,1728.5509913229348,1727.1138743773718,-0.1,1727.1138743773718,-0.1
Gold prices are rising due to strong dollar,positive,1,2022-07-28,1724.410446055136,1727.3597585855732,0.0,1727.3597585855732,0.0
Selling pressure reduces gold value because of geopolitical risks,negative,-1,2022-07-29,1718.665751633015,1726.2940361525802,-0.1,1726.2940361525802,-0.1
Gold market shows little change amid global tensions,neutral,0,2022-07-30,1715.4972178591927,1724.9000731362892,-0.1,1724.9000731362892,-0.1
Investors are optimistic about gold because of investor sentiment,positive,1,2022-07-31,1722.199445395536,1724.3554483362382,0.0,1724.3554483362382,0.0
Gold demand is decreasing amid inflation,negative,-1,2022-08-01,1726.9057401171656,1723.9587948640728,0.0,1723.9587948640728,0.0
Gold is trading sideways due to geopolitical risks,neutral,0,2022-08-02,1739.3653433088,1725.5065769935616,-0.1,1725.5065769935616,-0.1
Gold prices are rising due to global tensions,positive,1,2022-08-03,1740.50046922568,1727.1356448919778,0.1,1727.1356448919778,0.1
Investors are optimistic about gold because of market volatility,positive,1,2022-08-04,1740.0030514380746,1728.4955521747772,0.2,1728.4955521747772,0.2
Gold is trading sideways due to weak currency,neutral,0,2022-08-05,1736.0342726184658,1729.2132728974,0.1,1729.2132728974,0.1
Gold is gaining value as weak currency improves,positive,1,2022-08-06,1742.030792776622,1730.5612530427686,0.3,1730.5612530427686,0.3
Gold is gaining value as central bank policies improves,positive,1,2022-08-07,1743.4496834689298,1732.4651767841483,0.3,1732.4651767841483,0.3
Gold prices are falling because of weak currency,negative,-1,2022-08-08,1749.9461449144808,1735.5932161122946,0.3,1735.5932161122946,0.3
Investors are worried about gold due to investor sentiment,negative,-1,2022-08-09,1743.8193299244294,1738.4254273188185,0.2,1738.4254273188185,0.2
Gold demand is decreasing amid inflation,negative,-1,2022-08-10,1738.4580781886116,1740.051290598126,0.0,1740.051290598126,0.0
Selling pressure reduces gold value because of strong dollar,negative,-1,2022-08-11,1733.5028985958998,1740.7110064459994,0.0,1740.7110064459994,0.0
Gold market shows little change amid market volatility,neutral,0,2022-08-12,1733.029251423833,1740.077397257503,0.0,1740.077397257503,0.0
Gold is gaining value as market volatility improves,positive,1,2022-08-13,1742.0500493338636,1740.232355268321,0.0,1740.232355268321,0.0
Gold is gaining value as inflation improves,positive,1,2022-08-14,1751.3568117570198,1741.3677313002158,0.0,1741.3677313002158,0.0
Gold remains unchanged in light of economic uncertainty,neutral,0,2022-08-15,1753.9204357259152,1743.1563476109604,0.0,1743.1563476109604,0.0
Gold prices are rising due to stock market fluctuations,positive,1,2022-08-16,1757.0497314145805,1744.658241474756,0.0,1744.658241474756,0.0
Investors are worried about gold due to investor sentiment,negative,-1,2022-08-17,1758.8333593847733,1746.196609066341,-0.2,1746.196609066341,-0.2
Gold demand is decreasing amid global tensions,negative,-1,2022-08-18,1760.5635030817775,1747.2583448830703,-0.2,1747.2583448830703,-0.2
Gold remains unchanged in light of inflation,neutral,0,2022-08-19,1769.912910402053,1749.8677029308328,-0.1,1749.8677029308328,-0.1
Gold demand is decreasing amid market volatility,negative,-1,2022-08-20,1772.5119589120131,1753.2730910031728,-0.1,1753.2730910031728,-0.1
Gold prices are falling because of global tensions,negative,-1,2022-08-21,1773.148922568315,1757.2376934004144,-0.1,1757.2376934004144,-0.1
No major movement in gold prices because of global tensions,neutral,0,2022-08-22,1777.2018198348542,1761.6549502415164,-0.1,1761.6549502415164,-0.1
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-08-23,1770.8420968490605,1764.5341549930365,-0.1,1764.5341549930365,-0.1
Gold prices are falling because of inflation,negative,-1,2022-08-24,1773.6473911119328,1766.7632129285273,-0.3,1766.7632129285273,-0.3
Investors are worried about gold due to geopolitical risks,negative,-1,2022-08-25,1772.377983877031,1768.608967743639,-0.4,1768.608967743639,-0.4
Gold demand is decreasing amid economic uncertainty,negative,-1,2022-08-26,1770.1889100375367,1769.9228856059349,-0.6,1769.9228856059349,-0.6
Strong buying interest pushes gold higher due to investor sentiment,positive,1,2022-08-27,1766.6137464353678,1770.700924310994,-0.4,1770.700924310994,-0.4
Gold remains unchanged in light of central bank policies,neutral,0,2022-08-28,1768.2981176259389,1771.4743857654105,-0.3,1771.4743857654105,-0.3
No major movement in gold prices because of investor sentiment,neutral,0,2022-08-29,1768.3002620614636,1771.3131209313512,-0.3,1771.3131209313512,-0.3
Gold demand is decreasing amid market volatility,negative,-1,2022-08-30,1768.536895763129,1770.915614616463,-0.3,1770.915614616463,-0.3
Investors are worried about gold due to economic uncertainty,negative,-1,2022-08-31,1766.1468946563605,1770.2154118252674,-0.3,1770.2154118252674,-0.3
Gold prices are rising due to strong dollar,positive,1,2022-09-01,1771.0543573303212,1769.600665574814,-0.2,1769.600665574814,-0.2
Gold is gaining value as market volatility improves,positive,1,2022-09-02,1771.8297753893698,1769.6994334288452,-0.2,1769.6994334288452,-0.2
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-09-03,1771.3163504385825,1769.46632936151,0.0,1769.46632936151,0.0
Selling pressure reduces gold value because of economic uncertainty,negative,-1,2022-09-04,1768.6447846578008,1769.093009439587,0.0,1769.093009439587,0.0
Gold prices are falling because of strong dollar,negative,-1,2022-09-05,1763.4254872729343,1768.416667163127,0.0,1768.416667163127,0.0
Investors are worried about gold due to interest rate changes,negative,-1,2022-09-06,1757.3414588003272,1767.4894383996227,-0.2,1767.4894383996227,-0.2
Gold is trading sideways due to economic uncertainty,neutral,0,2022-09-07,1760.1555258899314,1766.675179226022,-0.2,1766.675179226022,-0.2
Investors are optimistic about gold because of global tensions,positive,1,2022-09-08,1762.424403371393,1766.087593357015,-0.1,1766.087593357015,-0.1
Strong buying interest pushes gold higher due to geopolitical risks,positive,1,2022-09-09,1762.0315272638732,1765.4370565070894,0.1,1765.4370565070894,0.1
No major movement in gold prices because of economic uncertainty,neutral,0,2022-09-10,1766.2421538480885,1765.446582426262,0.2,1765.446582426262,0.2
Gold is gaining value as inflation improves,positive,1,2022-09-11,1766.4588557313132,1764.9870322663614,0.2,1764.9870322663614,0.2
Gold demand is decreasing amid inflation,negative,-1,2022-09-12,1769.9739570526756,1764.8014504326918,0.0,1764.8014504326918,0.0
Gold is gaining value as geopolitical risks improves,positive,1,2022-09-13,1770.4921573067338,1764.719031119507,0.0,1764.719031119507,0.0
Gold market shows little change amid interest rate changes,neutral,0,2022-09-14,1770.5562885980062,1764.9101815135275,0.1,1764.9101815135275,0.1
Gold demand is decreasing amid strong dollar,negative,-1,2022-09-15,1773.00055954828,1765.8676887410625,0.1,1765.8676887410625,0.1
Gold prices are falling because of economic uncertainty,negative,-1,2022-09-16,1767.432424694375,1766.876785330467,0.1,1766.876785330467,0.1
Selling pressure reduces gold value because of inflation,negative,-1,2022-09-17,1775.798017542499,1768.441034495724,0.0,1768.441034495724,0.0
No major movement in gold prices because of global tensions,neutral,0,2022-09-18,1786.336842806881,1770.8322784392726,-0.1,1770.8322784392726,-0.1
Gold demand is decreasing amid market volatility,negative,-1,2022-09-19,1788.8503029051626,1773.5141560034017,-0.3,1773.5141560034017,-0.3
Selling pressure reduces gold value because of weak currency,negative,-1,2022-09-20,1792.4523918211175,1776.1351798007042,-0.4,1776.1351798007042,-0.4
Gold prices remain stable despite investor sentiment,neutral,0,2022-09-21,1790.3087314865093,1778.520167376224,-0.5,1778.520167376224,-0.5
Investors are worried about gold due to central bank policies,negative,-1,2022-09-22,1787.273399209167,1780.250111591873,-0.5,1780.250111591873,-0.5
Investors are worried about gold due to interest rate changes,negative,-1,2022-09-23,1788.924101810186,1782.0933060422185,-0.7,1782.0933060422185,-0.7
Strong buying interest pushes gold higher due to stock market fluctuations,positive,1,2022-09-24,1786.5989626850142,1783.6975734509192,-0.6,1783.6975734509192,-0.6
No major movement in gold prices because of inflation,neutral,0,2022-09-25,1790.7496461366736,1785.4724821097584,-0.5,1785.4724821097584,-0.5
Gold demand is increasing amid inflation,positive,1,2022-09-26,1785.3504040148646,1787.2642800418075,-0.3,1787.2642800418075,-0.3
Gold is gaining value as global tensions improves,positive,1,2022-09-27,1782.077816261486,1787.8922599137063,-0.1,1787.8922599137063,-0.1
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-09-28,1784.4068410251657,1787.6992597355347,0.0,1787.6992597355347,0.0
Gold demand is decreasing amid economic uncertainty,negative,-1,2022-09-29,1785.7788570832824,1787.3921151533468,0.0,1787.3921151533468,0.0
Gold prices are falling because of global tensions,negative,-1,2022-09-30,1787.266469728202,1786.873522944055,0.0,1786.873522944055,0.0
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2022-10-01,1784.733972628648,1786.316047058269,0.1,1786.316047058269,0.1
Gold prices are falling because of stock market fluctuations,negative,-1,2022-10-02,1779.03678742975,1785.4923858803272,0.1,1785.4923858803272,0.1
Investors are worried about gold due to weak currency,negative,-1,2022-10-03,1777.868113795599,1784.3867870788683,0.1,1784.3867870788683,0.1
Selling pressure reduces gold value because of interest rate changes,negative,-1,2022-10-04,1779.5813065825744,1783.6850214686244,-0.1,1783.6850214686244,-0.1
Gold prices remain stable despite inflation,neutral,0,2022-10-05,1773.5441687513096,1781.9644737300882,-0.1,1781.9644737300882,-0.1
Gold demand is decreasing amid economic uncertainty,negative,-1,2022-10-06,1775.0181128692634,1780.931244615528,-0.3,1780.931244615528,-0.3
Gold is gaining value as global tensions improves,positive,1,2022-10-07,1772.5564128638223,1779.9791042757618,-0.3,1779.9791042757618,-0.3
No major movement in gold prices because of inflation,neutral,0,2022-10-08,1773.8851335315364,1778.926933526399,-0.4,1778.926933526399,-0.4
Selling pressure reduces gold value because of geopolitical risks,negative,-1,2022-10-09,1781.4014784586443,1778.4891956639349,-0.4,1778.4891956639349,-0.4
Gold market shows little change amid interest rate changes,neutral,0,2022-10-10,1779.8333878427427,1777.745887475389,-0.3,1777.745887475389,-0.3
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-10-11,1772.4918799699703,1776.5216782095213,-0.3,1776.5216782095213,-0.3
No major movement in gold prices because of stock market fluctuations,neutral,0,2022-10-12,1765.7502107955604,1775.1930205461024,-0.2,1775.1930205461024,-0.2
Strong buying interest pushes gold higher due to inflation,positive,1,2022-10-13,1761.958528293491,1773.6020619958915,0.0,1773.6020619958915,0.0
Investors are optimistic about gold because of investor sentiment,positive,1,2022-10-14,1762.1460317486142,1771.8585345124952,0.2,1771.8585345124952,0.2
Gold remains unchanged in light of interest rate changes,neutral,0,2022-10-15,1752.4106961948244,1769.7451872568467,0.2,1769.7451872568467,0.2
Gold market weakens as interest rate changes declines,negative,-1,2022-10-16,1748.6136083790116,1767.1047368078216,0.2,1767.1047368078216,0.2
Gold remains unchanged in light of central bank policies,neutral,0,2022-10-17,1752.267344866657,1765.0758300081052,0.1,1765.0758300081052,0.1
Strong buying interest pushes gold higher due to economic uncertainty,positive,1,2022-10-18,1746.0654824331818,1762.2938648982697,0.2,1762.2938648982697,0.2
Strong buying interest pushes gold higher due to inflation,positive,1,2022-10-19,1746.9555966837554,1758.8492767207808,0.4,1758.8492767207808,0.4
Investors are worried about gold due to strong dollar,negative,-1,2022-10-20,1747.4497313405018,1755.610911070557,0.3,1755.610911070557,0.3
Gold is gaining value as geopolitical risks improves,positive,1,2022-10-21,1743.9334634519485,1752.7550694187546,0.3,1752.7550694187546,0.3
Gold remains unchanged in light of stock market fluctuations,neutral,0,2022-10-22,1743.9187665989064,1750.571924999089,0.3,1750.571924999089,0.3
Gold prices remain stable despite geopolitical risks,neutral,0,2022-10-23,1737.3685870350814,1748.1129308732482,0.2,1748.1129308732482,0.2
Investors are worried about gold due to strong dollar,negative,-1,2022-10-24,1733.717057472051,1745.270033445592,0.0,1745.270033445592,0.0
Gold is gaining value as geopolitical risks improves,positive,1,2022-10-25,1731.5191749214498,1743.1808813182547,0.1,1743.1808813182547,0.1
Gold remains unchanged in light of geopolitical risks,neutral,0,2022-10-26,1725.3508040006527,1740.8546008804187,0.2,1740.8546008804187,0.2
Gold prices remain stable despite market volatility,neutral,0,2022-10-27,1725.9836906035114,1738.226235454104,0.2,1738.226235454104,0.2
Gold prices are falling because of inflation,negative,-1,2022-10-28,1718.87383767379,1735.5070709781648,0.0,1735.5070709781648,0.0
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-10-29,1707.9699619983107,1731.6085075096205,0.0,1731.6085075096205,0.0
Gold prices remain stable despite central bank policies,neutral,0,2022-10-30,1713.5799333615917,1728.2215277117295,0.1,1728.2215277117295,0.1
Gold demand is decreasing amid stock market fluctuations,negative,-1,2022-10-31,1713.100531307814,1725.1382344973158,-0.1,1725.1382344973158,-0.1
Gold is gaining value as global tensions improves,positive,1,2022-11-01,1701.521046251776,1720.8984624626028,0.0,1720.8984624626028,0.0
Gold prices remain stable despite geopolitical risks,neutral,0,2022-11-02,1696.2768468329248,1716.7892884423873,0.0,1716.7892884423873,0.0
Gold market shows little change amid stock market fluctuations,neutral,0,2022-11-03,1694.4816845162477,1712.8657511468068,0.1,1712.8657511468068,0.1
Gold demand is decreasing amid geopolitical risks,negative,-1,2022-11-04,1693.402457835387,1709.0540794382007,-0.1,1709.0540794382007,-0.1
Gold remains unchanged in light of geopolitical risks,neutral,0,2022-11-05,1693.7100915650944,1705.890008194645,-0.1,1705.890008194645,-0.1
Gold prices are falling because of global tensions,negative,-1,2022-11-06,1694.2268293502177,1702.7143220693154,-0.2,1702.7143220693154,-0.2
Gold prices are falling because of market volatility,negative,-1,2022-11-07,1693.5456332567376,1700.18150162761,-0.2,1700.18150162761,-0.2
Gold demand is increasing amid stock market fluctuations,positive,1,2022-11-08,1693.8747090227446,1698.7719763300531,-0.2,1698.7719763300531,-0.2
No major movement in gold prices because of geopolitical risks,neutral,0,2022-11-09,1694.2429794709733,1696.8382809409916,-0.2,1696.8382809409916,-0.2
Investors are optimistic about gold because of weak currency,positive,1,2022-11-10,1690.7156263144873,1694.5997904416588,0.0,1694.5997904416588,0.0
No major movement in gold prices because of weak currency,neutral,0,2022-11-11,1694.6646546419145,1693.9141512806727,-0.1,1693.9141512806727,-0.1
Strong buying interest pushes gold higher due to geopolitical risks,positive,1,2022-11-12,1696.6857290320984,1693.9550395005904,0.0,1693.9550395005904,0.0
Gold market shows little change amid stock market fluctuations,neutral,0,2022-11-13,1703.73657864569,1694.8805289135344,0.0,1694.8805289135344,0.0
Gold prices are falling because of central bank policies,negative,-1,2022-11-14,1707.8496991576628,1696.325253045762,0.0,1696.325253045762,0.0
Gold prices are falling because of global tensions,negative,-1,2022-11-15,1707.2532210173551,1697.679565990988,-0.1,1697.679565990988,-0.1
Gold market shows little change amid market volatility,neutral,0,2022-11-16,1717.5588617620574,1700.012769232172,0.0,1700.012769232172,0.0
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-11-17,1719.0254232825614,1702.5607482347543,0.2,1702.5607482347543,0.2
Investors are worried about gold due to interest rate changes,negative,-1,2022-11-18,1720.7575335311826,1705.2490306855984,0.0,1705.2490306855984,0.0
Gold is gaining value as investor sentiment improves,positive,1,2022-11-19,1712.7570758240204,1707.100440320903,0.1,1707.100440320903,0.1
Gold demand is increasing amid economic uncertainty,positive,1,2022-11-20,1712.4007786753282,1709.2689555569873,0.1,1709.2689555569873,0.1
No major movement in gold prices because of geopolitical risks,neutral,0,2022-11-21,1710.5710454706054,1710.859594639856,0.1,1710.859594639856,0.1
Gold is trading sideways due to geopolitical risks,neutral,0,2022-11-22,1711.8635783248033,1712.3773795691263,0.0,1712.3773795691263,0.0
Gold prices are rising due to strong dollar,positive,1,2022-11-23,1699.19648511866,1711.9233702164238,0.1,1711.9233702164238,0.1
Gold prices are falling because of interest rate changes,negative,-1,2022-11-24,1696.6629274850711,1710.8046930491644,0.1,1710.8046930491644,0.1
Investors are optimistic about gold because of stock market fluctuations,positive,1,2022-11-25,1693.9639655812998,1709.475767505559,0.3,1709.475767505559,0.3
Gold demand is increasing amid central bank policies,positive,1,2022-11-26,1696.8605265526214,1707.405933984615,0.4,1707.405933984615,0.4
Gold remains unchanged in light of global tensions,neutral,0,2022-11-27,1689.5247789945745,1704.455869555817,0.3,1704.455869555817,0.3
Gold prices are falling because of geopolitical risks,negative,-1,2022-11-28,1693.0725291303966,1701.687369115738,0.3,1701.687369115738,0.3
Gold remains unchanged in light of global tensions,neutral,0,2022-11-29,1694.8329288090044,1699.8949544142365,0.2,1699.8949544142365,0.2
Investors are optimistic about gold because of stock market fluctuations,positive,1,2022-11-30,1702.5600230199116,1698.910878848695,0.2,1698.910878848695,0.2
Gold prices are rising due to central bank policies,positive,1,2022-12-01,1702.7839054038077,1698.1321648420148,0.3,1698.1321648420148,0.3
